family,n,inst,p,ceiling,kind,sigma,rep,regret_raw,regret_norm
BA(k=4),12,8,1,0.817061,iid,0.4,3,0.121523,0.005823
BA(k=4),12,8,1,0.817061,iid,0.4,4,0.150104,0.029542
BA(k=4),12,8,1,0.817061,iid,0.4,5,0.121409,0.035767
BA(k=4),12,8,1,0.817061,iid,0.8,1,0.131884,0.056321
BA(k=4),12,8,1,0.817061,iid,0.8,2,0.195866,0.013964
BA(k=4),12,8,1,0.817061,iid,0.8,3,0.122307,0.040168
BA(k=4),12,8,1,0.817061,iid,0.8,4,0.294499,0.075191
BA(k=4),12,8,1,0.817061,iid,0.8,5,0.121409,0.01897
BA(k=4),12,8,3,0.904681,exact,0.0,0,0.067993,0.057172
BA(k=4),12,8,3,0.904681,samp10,0.0,1,0.093303,0.02256
BA(k=4),12,8,3,0.904681,iid,0.05,1,0.188769,0.068401
BA(k=4),12,8,3,0.904681,iid,0.05,2,0.203824,0.021804
BA(k=4),12,8,3,0.904681,iid,0.05,3,0.227275,0.02939
BA(k=4),12,8,3,0.904681,iid,0.05,4,0.227275,0.05727
BA(k=4),12,8,3,0.904681,iid,0.05,5,0.213281,0.034852
BA(k=4),12,8,3,0.904681,iid,0.1,1,0.203824,0.026194
BA(k=4),12,8,3,0.904681,iid,0.1,2,0.213281,0.037675
BA(k=4),12,8,3,0.904681,iid,0.1,3,0.240579,0.026194
BA(k=4),12,8,3,0.904681,iid,0.1,4,0.200384,0.045578
BA(k=4),12,8,3,0.904681,iid,0.1,5,0.212728,0.025355
BA(k=4),12,8,3,0.904681,iid,0.2,1,0.213281,0.028917
BA(k=4),12,8,3,0.904681,iid,0.2,2,0.213281,0.028917
BA(k=4),12,8,3,0.904681,iid,0.2,3,0.240579,0.037675
BA(k=4),12,8,3,0.904681,iid,0.2,4,0.241907,0.028917
BA(k=4),12,8,3,0.904681,iid,0.2,5,0.227275,0.037675
BA(k=4),12,8,3,0.904681,iid,0.4,1,0.299853,0.117794
BA(k=4),12,8,3,0.904681,iid,0.4,2,0.240131,0.069265
BA(k=4),12,8,3,0.904681,iid,0.4,3,0.213281,0.049223
BA(k=4),12,8,3,0.904681,iid,0.4,4,0.208584,0.031992
BA(k=4),12,8,3,0.904681,iid,0.4,5,0.213281,0.094588
BA(k=4),12,8,3,0.904681,iid,0.8,1,0.241907,0.145127
BA(k=4),12,8,3,0.904681,iid,0.8,2,0.235908,0.067993
BA(k=4),12,8,3,0.904681,iid,0.8,3,0.213281,0.059407
BA(k=4),12,8,3,0.904681,iid,0.8,4,0.245874,0.109856
BA(k=4),12,8,3,0.904681,iid,0.8,5,0.376613,0.092845
BA(k=4),12,9,1,0.783083,exact,0.0,0,0.025669,0.021268
BA(k=4),12,9,1,0.783083,samp10,0.0,1,0.013755,0.011334
BA(k=4),12,9,1,0.783083,iid,0.05,1,0.099088,0.026465
BA(k=4),12,9,1,0.783083,iid,0.05,2,0.116416,0.007074
BA(k=4),12,9,1,0.783083,iid,0.05,3,0.116416,0.007074
BA(k=4),12,9,1,0.783083,iid,0.05,4,0.116416,0.007074
BA(k=4),12,9,1,0.783083,iid,0.05,5,0.051859,0.011334
BA(k=4),12,9,1,0.783083,iid,0.1,1,0.134588,0.004717
BA(k=4),12,9,1,0.783083,iid,0.1,2,0.116416,0.002791
BA(k=4),12,9,1,0.783083,iid,0.1,3,0.09853,0.002791
BA(k=4),12,9,1,0.783083,iid,0.1,4,0.116416,0.006109
BA(k=4),12,9,1,0.783083,iid,0.1,5,0.116416,0.011334
BA(k=4),12,9,1,0.783083,iid,0.2,1,0.140644,0.000691
BA(k=4),12,9,1,0.783083,iid,0.2,2,0.116416,0.038168
BA(k=4),12,9,1,0.783083,iid,0.2,3,0.129233,0.009796
BA(k=4),12,9,1,0.783083,iid,0.2,4,0.12894,0.007074
BA(k=4),12,9,1,0.783083,iid,0.2,5,0.143369,0.015686
BA(k=4),12,9,1,0.783083,iid,0.4,1,0.116416,0.013475
BA(k=4),12,9,1,0.783083,iid,0.4,2,0.116416,0.004278
BA(k=4),12,9,1,0.783083,iid,0.4,3,0.116416,0.004278
BA(k=4),12,9,1,0.783083,iid,0.4,4,0.17639,0.006621
BA(k=4),12,9,1,0.783083,iid,0.4,5,0.136348,0.015136
BA(k=4),12,9,1,0.783083,iid,0.8,1,0.272067,0.015136
BA(k=4),12,9,1,0.783083,iid,0.8,2,0.116416,0.014161
BA(k=4),12,9,1,0.783083,iid,0.8,3,0.244229,0.013475
BA(k=4),12,9,1,0.783083,iid,0.8,4,0.231762,0.03837
BA(k=4),12,9,1,0.783083,iid,0.8,5,0.128308,0.116416
BA(k=4),12,9,3,0.863869,exact,0.0,0,0.062764,0.038325
BA(k=4),12,9,3,0.863869,samp10,0.0,1,0.059534,0.037454
BA(k=4),12,9,3,0.863869,iid,0.05,1,0.189349,0.050852
BA(k=4),12,9,3,0.863869,iid,0.05,2,0.201283,0.020607
BA(k=4),12,9,3,0.863869,iid,0.05,3,0.201283,0.020207
BA(k=4),12,9,3,0.863869,iid,0.05,4,0.189349,0.01432
BA(k=4),12,9,3,0.863869,iid,0.05,5,0.143871,0.020207
BA(k=4),12,9,3,0.863869,iid,0.1,1,0.188905,0.02692
BA(k=4),12,9,3,0.863869,iid,0.1,2,0.173739,0.035693
BA(k=4),12,9,3,0.863869,iid,0.1,3,0.17711,0.020607
BA(k=4),12,9,3,0.863869,iid,0.1,4,0.16012,0.035693
BA(k=4),12,9,3,0.863869,iid,0.1,5,0.192208,0.024717
BA(k=4),12,9,3,0.863869,iid,0.2,1,0.228416,0.030176
BA(k=4),12,9,3,0.863869,iid,0.2,2,0.276117,0.064417
BA(k=4),12,9,3,0.863869,iid,0.2,3,0.249158,0.017149
BA(k=4),12,9,3,0.863869,iid,0.2,4,0.22921,0.010538
BA(k=4),12,9,3,0.863869,iid,0.2,5,0.26126,0.018392
BA(k=4),12,9,3,0.863869,iid,0.4,1,0.212218,0.015783
BA(k=4),12,9,3,0.863869,iid,0.4,2,0.249762,0.052323
BA(k=4),12,9,3,0.863869,iid,0.4,3,0.201283,0.121583
BA(k=4),12,9,3,0.863869,iid,0.4,4,0.253094,0.041579
BA(k=4),12,9,3,0.863869,iid,0.4,5,0.192208,0.041579
BA(k=4),12,9,3,0.863869,iid,0.8,1,0.201283,0.05242
BA(k=4),12,9,3,0.863869,iid,0.8,2,0.293696,0.115479
BA(k=4),12,9,3,0.863869,iid,0.8,3,0.220692,0.018392
BA(k=4),12,9,3,0.863869,iid,0.8,4,0.250835,0.126933
BA(k=4),12,9,3,0.863869,iid,0.8,5,0.229659,0.064702
BA(k=4),12,10,1,0.79517,exact,0.0,0,0.030012,0.037551
BA(k=4),12,10,1,0.79517,samp10,0.0,1,0.013844,0.013815
BA(k=4),12,10,1,0.79517,iid,0.05,1,0.101408,0.025137
BA(k=4),12,10,1,0.79517,iid,0.05,2,0.137131,0.019101
BA(k=4),12,10,1,0.79517,iid,0.05,3,0.045467,0.025137
BA(k=4),12,10,1,0.79517,iid,0.05,4,0.105174,0.025137
BA(k=4),12,10,1,0.79517,iid,0.05,5,0.105174,0.019101
BA(k=4),12,10,1,0.79517,iid,0.1,1,0.128504,0.01051
BA(k=4),12,10,1,0.79517,iid,0.1,2,0.250266,0.002501
BA(k=4),12,10,1,0.79517,iid,0.1,3,0.090768,0.01051
BA(k=4),12,10,1,0.79517,iid,0.1,4,0.090768,0.007068
BA(k=4),12,10,1,0.79517,iid,0.1,5,0.128504,0.01051
BA(k=4),12,10,1,0.79517,iid,0.2,1,0.116956,0.007068
BA(k=4),12,10,1,0.79517,iid,0.2,2,0.128504,0.007068
BA(k=4),12,10,1,0.79517,iid,0.2,3,0.141791,0.003724
BA(k=4),12,10,1,0.79517,iid,0.2,4,0.128504,0.005916
BA(k=4),12,10,1,0.79517,iid,0.2,5,0.185159,0.011669
BA(k=4),12,10,1,0.79517,iid,0.4,1,0.129286,0.018791
BA(k=4),12,10,1,0.79517,iid,0.4,2,0.128504,0.009687
BA(k=4),12,10,1,0.79517,iid,0.4,3,0.147317,0.007068
BA(k=4),12,10,1,0.79517,iid,0.4,4,0.134657,0.017263
BA(k=4),12,10,1,0.79517,iid,0.4,5,0.15453,0.00801
BA(k=4),12,10,1,0.79517,iid,0.8,1,0.181302,0.030618
BA(k=4),12,10,1,0.79517,iid,0.8,2,0.228578,0.020235
BA(k=4),12,10,1,0.79517,iid,0.8,3,0.128504,0.018791
BA(k=4),12,10,1,0.79517,iid,0.8,4,0.149707,0.128504
BA(k=4),12,10,1,0.79517,iid,0.8,5,0.258805,0.1299
BA(k=4),12,10,3,0.884731,exact,0.0,0,0.073341,0.046765
BA(k=4),12,10,3,0.884731,samp10,0.0,1,0.068936,0.012976
BA(k=4),12,10,3,0.884731,iid,0.05,1,0.241978,0.044069
BA(k=4),12,10,3,0.884731,iid,0.05,2,0.24353,0.046765
BA(k=4),12,10,3,0.884731,iid,0.05,3,0.174299,0.074914
BA(k=4),12,10,3,0.884731,iid,0.05,4,0.209137,0.027
BA(k=4),12,10,3,0.884731,iid,0.05,5,0.209562,0.027
BA(k=4),12,10,3,0.884731,iid,0.1,1,0.209466,0.028892
BA(k=4),12,10,3,0.884731,iid,0.1,2,0.258337,0.011194
BA(k=4),12,10,3,0.884731,iid,0.1,3,0.167073,0.039363
BA(k=4),12,10,3,0.884731,iid,0.1,4,0.146294,0.035601
BA(k=4),12,10,3,0.884731,iid,0.1,5,0.210523,0.026005
BA(k=4),12,10,3,0.884731,iid,0.2,1,0.405919,0.03403
BA(k=4),12,10,3,0.884731,iid,0.2,2,0.31964,0.071152
BA(k=4),12,10,3,0.884731,iid,0.2,3,0.276186,0.059446
BA(k=4),12,10,3,0.884731,iid,0.2,4,0.159973,0.047355
BA(k=4),12,10,3,0.884731,iid,0.2,5,0.244617,0.047355
BA(k=4),12,10,3,0.884731,iid,0.4,1,0.207906,0.056562
BA(k=4),12,10,3,0.884731,iid,0.4,2,0.221637,0.039039
BA(k=4),12,10,3,0.884731,iid,0.4,3,0.24353,0.083575
BA(k=4),12,10,3,0.884731,iid,0.4,4,0.263171,0.050533
BA(k=4),12,10,3,0.884731,iid,0.4,5,0.244617,0.056318
BA(k=4),12,10,3,0.884731,iid,0.8,1,0.245844,0.069633
BA(k=4),12,10,3,0.884731,iid,0.8,2,0.30574,0.056255
BA(k=4),12,10,3,0.884731,iid,0.8,3,0.293194,0.068418
BA(k=4),12,10,3,0.884731,iid,0.8,4,0.244617,0.105622
BA(k=4),12,10,3,0.884731,iid,0.8,5,0.192295,0.182688
WS(k=4;b=0.1),12,1,1,0.833172,exact,0.0,0,0.028676,0.038759
WS(k=4;b=0.1),12,1,1,0.833172,samp10,0.0,1,0.023376,0.031123
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.05,1,0.166506,0.013719
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.05,2,0.166506,0.038759
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.05,3,0.195006,0.031357
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.05,4,0.166506,0.016312
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.05,5,0.166506,0.010407
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.1,1,0.166506,0.003577
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.1,2,0.1161,0.007031
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.1,3,0.167544,0.013719
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.1,4,0.166506,0.007925
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.1,5,0.166506,0.007925
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.2,1,0.135938,0.003577
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.2,2,0.196867,0.016579
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.2,3,0.219819,0.0
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.2,4,0.167086,0.014113
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.2,5,0.166506,0.007031
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.4,1,0.166506,0.03373
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.4,2,0.315701,0.009278
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.4,3,0.166506,0.087363
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.4,4,0.166506,0.016114
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.4,5,0.260372,0.004154
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.8,1,0.197759,0.170599
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.8,2,0.146971,0.093671
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.8,3,0.166506,0.048821
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.8,4,0.196725,0.05645
WS(k=4;b=0.1),12,1,1,0.833172,iid,0.8,5,0.255826,0.05645
WS(k=4;b=0.1),12,1,3,0.907038,exact,0.0,0,0.055503,0.020827
WS(k=4;b=0.1),12,1,3,0.907038,samp10,0.0,1,0.064759,0.028801
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.05,1,0.243291,0.020827
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.05,2,0.243291,0.020827
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.05,3,0.243291,0.010397
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.05,4,0.243291,0.021386
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.05,5,0.243291,0.010397
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.1,1,0.233161,0.020967
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.1,2,0.238748,0.044396
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.1,3,0.243291,0.017653
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.1,4,0.256985,0.005137
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.1,5,0.199344,0.017653
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.2,1,0.28738,0.054305
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.2,2,0.31636,0.067642
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.2,3,0.351782,0.053716
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.2,4,0.28158,0.045773
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.2,5,0.243291,0.028121
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.4,1,0.277154,0.05885
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.4,2,0.282035,0.060057
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.4,3,0.287191,0.107295
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.4,4,0.299492,0.076576
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.4,5,0.238635,0.04811
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.8,1,0.267411,0.095764
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.8,2,0.234465,0.106716
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.8,3,0.238635,0.047948
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.8,4,0.249542,0.110443
WS(k=4;b=0.1),12,1,3,0.907038,iid,0.8,5,0.340114,0.097818
WS(k=4;b=0.1),12,2,1,0.827806,exact,0.0,0,0.025795,0.041019
WS(k=4;b=0.1),12,2,1,0.827806,samp10,0.0,1,0.037181,0.008822
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.05,1,0.145943,0.012034
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.05,2,0.156191,0.032979
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.05,3,0.142263,0.032979
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.05,4,0.120346,0.014716
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.05,5,0.131067,0.018036
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.1,1,0.171249,0.014716
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.1,2,0.126817,0.004298
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.1,3,0.142734,0.029741
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.1,4,0.161139,0.014716
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.1,5,0.161139,0.008822
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.2,1,0.161139,0.015207
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.2,2,0.224152,0.011169
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.2,3,0.284065,0.015207
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.2,4,0.233181,0.001267
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.2,5,0.161139,0.014716
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.4,1,0.333082,0.028156
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.4,2,0.201564,0.072824
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.4,3,0.164427,0.031406
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.4,4,0.161139,0.017018
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.4,5,0.173563,0.028852
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.8,1,0.176937,0.071007
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.8,2,0.218898,0.047524
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.8,3,0.185915,0.037181
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.8,4,0.176937,0.043074
WS(k=4;b=0.1),12,2,1,0.827806,iid,0.8,5,0.161139,0.146237
WS(k=4;b=0.1),12,2,3,0.904593,exact,0.0,0,0.056546,0.019401
WS(k=4;b=0.1),12,2,3,0.904593,samp10,0.0,1,0.085912,0.004142
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.05,1,0.228848,0.03297
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.05,2,0.228848,0.050739
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.05,3,0.222566,0.019401
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.05,4,0.205659,0.019401
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.05,5,0.220679,0.009153
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.1,1,0.255377,0.03297
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.1,2,0.220037,0.016029
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.1,3,0.232531,0.03297
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.1,4,0.236295,0.018232
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.1,5,0.341923,0.034577
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.2,1,0.262932,0.034848
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.2,2,0.427589,0.057912
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.2,3,0.401665,0.034848
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.2,4,0.419205,0.018661
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.2,5,0.427814,0.018661
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.4,1,0.388791,0.045152
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.4,2,0.267546,0.089363
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.4,3,0.427814,0.067899
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.4,4,0.240942,0.036231
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.4,5,0.208754,0.060891
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.8,1,0.32238,0.158106
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.8,2,0.248291,0.136432
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.8,3,0.311732,0.288919
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.8,4,0.241667,0.204717
WS(k=4;b=0.1),12,2,3,0.904593,iid,0.8,5,0.427814,0.269144
WS(k=4;b=0.1),12,3,1,0.832641,exact,0.0,0,0.028427,0.03806
WS(k=4;b=0.1),12,3,1,0.832641,samp10,0.0,1,0.033712,0.023673
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.05,1,0.165974,0.013593
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.05,2,0.058299,0.015965
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.05,3,0.146436,0.03806
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.05,4,0.115581,0.003548
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.05,5,0.102968,0.030454
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.1,1,0.165974,0.020566
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.1,2,0.106755,0.007855
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.1,3,0.058118,0.011152
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.1,4,0.165974,0.030898
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.1,5,0.14903,0.005612
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.2,1,0.165974,0.000867
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.2,2,0.165077,0.023354
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.2,3,0.175554,0.011152
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.2,4,0.165974,0.004791
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.2,5,0.282144,0.004259
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.4,1,0.165974,0.014054
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.4,2,0.201891,0.030834
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.4,3,0.26169,0.024964
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.4,4,0.165974,0.025117
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.4,5,0.165974,0.004259
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.8,1,0.194397,0.030834
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.8,2,0.165974,0.046767
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.8,3,0.165974,0.173708
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.8,4,0.16605,0.056615
WS(k=4;b=0.1),12,3,1,0.832641,iid,0.8,5,0.272211,0.067027
WS(k=4;b=0.1),12,3,3,0.924028,exact,0.0,0,0.069955,0.025681
WS(k=4;b=0.1),12,3,3,0.924028,samp10,0.0,1,0.091249,0.011625
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.05,1,0.260277,0.034963
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.05,2,0.16794,0.025681
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.05,3,0.234976,0.016965
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.05,4,0.25563,0.016965
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.05,5,0.255098,0.016965
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.1,1,0.260277,0.016965
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.1,2,0.26026,0.04149
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.1,3,0.289921,0.024463
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.1,4,0.264672,0.033216
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.1,5,0.25501,0.041357
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.2,1,0.319254,0.034591
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.2,2,0.312658,0.06982
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.2,3,0.24139,0.06982
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.2,4,0.312394,0.07655
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.2,5,0.335741,0.033216
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.4,1,0.251151,0.085099
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.4,2,0.312394,0.043607
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.4,3,0.386776,0.103285
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.4,4,0.349089,0.024167
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.4,5,0.260277,0.080351
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.8,1,0.286257,0.069541
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.8,2,0.308248,0.094537
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.8,3,0.27495,0.09285
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.8,4,0.337267,0.064623
WS(k=4;b=0.1),12,3,3,0.924028,iid,0.8,5,0.34988,0.06355
WS(k=4;b=0.1),12,4,1,0.877542,exact,0.0,0,0.027782,0.020136
WS(k=4;b=0.1),12,4,1,0.877542,samp10,0.0,1,0.013802,0.013606
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.05,1,0.17166,0.004608
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.05,2,0.040026,0.030155
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.05,3,0.17166,0.009519
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.05,4,0.17166,0.02776
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.05,5,0.095175,0.015879
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.1,1,0.17166,0.004608
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.1,2,0.248038,0.011479
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.1,3,0.17166,0.013606
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.1,4,0.179991,0.009519
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.1,5,0.234774,0.003306
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.2,1,0.26057,0.017496
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.2,2,0.203517,0.015424
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.2,3,0.281329,0.013802
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.2,4,0.17166,0.019435
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.2,5,0.17166,0.052401
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.4,1,0.17166,0.03308
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.4,2,0.255954,0.033181
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.4,3,0.307614,0.03308
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.4,4,0.280887,0.048136
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.4,5,0.221258,0.07367
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.8,1,0.208471,0.03308
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.8,2,0.17166,0.029741
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.8,3,0.17166,0.093998
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.8,4,0.17166,0.048458
WS(k=4;b=0.1),12,4,1,0.877542,iid,0.8,5,0.17166,0.049917
WS(k=4;b=0.1),12,4,3,0.956469,exact,0.0,0,0.059451,0.01672
WS(k=4;b=0.1),12,4,3,0.956469,samp10,0.0,1,0.049773,0.005486
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.05,1,0.088762,0.019497
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.05,2,0.118504,0.02194
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.05,3,0.135779,0.039809
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.05,4,0.242878,0.01672
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.05,5,0.20661,0.019195
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.1,1,0.242878,0.01672
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.1,2,0.294516,0.025524
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.1,3,0.288342,0.039809
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.1,4,0.248854,0.019497
WS(k=4;b=0.1),12,4,3,0.956469,iid,0.1,5,0.301994,0.019497
